,ticker,name,slug,marketcap,sector,category,tagline,desc,symbol
80,NEAR,NEAR Protocol,near-protocol,1176144472.8144536,Smart Contract Platforms,Infrastructure,"A scalable, developer-friendly blockchain","NEAR is a decentralized development platform that uses a Proof-of-Stake (PoS) consensus mechanism and will eventually feature a sharded architecture to scale transaction throughput. Its block generation scheme is called Doomslug and its proposed sharding design is dubbed Nightshade. These technologies will work together to scale the network and minimize congestion. NEAR has also been designed to be developer and user-friendly as it features a few key innovations to accelerate the application development and user-onboarding processes. The NEAR blockchain was created and developed by the NEAR Foundation. Its mainnet went live in April 2020, and network validators voted to unlock token transfers in October 2020. NEAR's bridge to Ethereum (called the Rainbow Bridge) launched in March 2021.",NEAR
81,NANO,Nano,nano,1174682069.86556,Currencies,Payments,Fee-less peer-to-peer transactions,Nano is a decentralized next-generation digital currency focused on addressing the inefficiencies present in existing cryptocurrencies.,NANO
82,ZEN,Horizen,horizen,1096198616.377273,Smart Contract Platforms,Infrastructure,Privacy focused crypto-ecosystem,Horizen is a privacy-oriented cryptocurrency with sidechains enabling anyone to build privacy-based applications. ,ZEN
83,ONT,Ontology,ontology,1074896249.9727194,Smart Contract Platforms,Infrastructure,High-Performance multi-chain project & distributed collaboration platform,"Ontology is a high-performance public blockchain and a distributed collaboration platform. Its open-source network provides a platform for smart contract creation and decentralized application deployment. The project is concentrated on facilitating self-sovereign identification (ID) and data management. Ontology features a two-token system. ONT enables holders to contribute to the network's security mechanism and participate in governance decisions, while ONG is used to pay transaction fees.",ONT
84,OMG,OMG Network,omg-network,1050303036.8181678,Scaling,Infrastructure,Layer-2 scaling protocol for Ethereum,"OMG Network is a Layer-2 scaling protocol for Ethereum. What this protocol aims to achieve is a higher transaction throughput at a lower cost while leveraging the security guarantees of its underlying layer. OMG Network is predicated on the creation of a child chain that batches transactions before committing them to the root chain, which, in this case, is Ethereum. The child chain relies on the root chain as the trust and arbitration layer.  With this type of relationship, if something goes wrong with the child chain, users’ funds should remain safe. The protocol's token, OMG, is the primary method by which users can pay for transaction fees and interact with the network.",OMG
85,ONE,Harmony,harmony,1017356240.6802441,Smart Contract Platforms,Infrastructure,A fast and open blockchain for decentralized applications,"Harmony is an open-source blockchain for building decentralized applications (dApps). It uses a technique called state sharding, which separates a chain into segments that process transactions and store data in parallel, to support fast transactions. Harmony currently supports a thousand nodes across four shards, which work to produce new blocks every eight seconds with finality (no threat of a competing fork). The project has plans to add more shards and support more nodes in the future. The protocol's Effective Proof-of-Stake (EPoS) staking mechanism allows token owners to delegate their holdings to network validators but aims to reduce the centralization of delegated assets. Harmony has a native token, ONE, that owners can use to stake on the network in exchange for block rewards and pay for transactions.",ONE
86,DGB,DigiByte,digibyte,1002456550.5434182,Currencies,Payments,A modification of Bitcoin to improve speed and base layer security,DigiByte is a modification of the Bitcoin protocol design that adjusts confirmation speeds and security assurances when transacting on the base layer. ,DGB
87,PAX,Paxos Standard Token,paxos-standard-token,978937034.2800845,Stablecoins,Payments,Transact at the speed of the internet,"Paxos Standard is a fiat-collateralized stablecoin that offers the advantages of transacting with blockchain-based assets while mitigating price risk. The Paxos Standard tokens (PAX) are issued as <a href=""https://messari.io/article/erc-20"">ERC-20</a> tokens on the <a href=""https://messari.io/asset/ethereum"">Ethereum</a> blockchain and are collateralized 1:1 by USD held in Paxos-owned US bank accounts. It is also the one of three stablecoins approved by Wall Street regulators, alongside <a href=""https://messari.io/asset/gemini-dollar"">GUSD</a> and <a href=""https://messari.io/asset/binance-usd"">BUSD</a>.",PAX
88,CHSB,Swissborg,swissborg,973300862.121372,Asset Management,Financial,"Invest in cryptos, the smart way. ","SwissBorg is a mobile application for crypto trading and interest-bearing accounts with fiat gateway. SwissBorg Smart Yield puts user deposits at work in multiple DeFi and CeFi platforms (Amm, Yield Farming, Cex) to generate interest that flow back to depositors. The CHSB token is an ERC-20 utility token that powers the SwissBorg ecosystem and grants voting rights, access to premium membership as well as additional rewards.",CHSB
89,GRT,The Graph,the-graph,966694009.1732097,Data Management,Infrastructure,The Graph is an indexing protocol for querying networks like Ethereum and IPFS.,"The Graph is a protocol for indexing and querying data from blockchains, starting with Ethereum. It decentralizes the query and API layer of Web 3, removing a tradeoff dApp developers struggle with today: whether to build an application that is performant or to build an app that is truly decentralized.

Many Ethereum projects have already built subgraphs including: Uniswap, ENS, DAostack, Synthetic, Moloch and more.
",GRT
90,HUSD,HUSD,husd,953956585.8680611,Stablecoins,Currency,A USD backed stablecoin,"HUSD is a fiat-collateralized stablecoin that offers the advantages of transacting with blockchain-based assets while mitigating price risk. The HUSD are issued as <a href=""https://messari.io/article/erc-20"">ERC-20</a> tokens on the <a href=""https://messari.io/asset/ethereum"">Ethereum</a> blockchain and are collateralized 1:1 by USD held in Paxos-owned US bank accounts. ",HUSD
91,SC,Siacoin,siacoin,911828641.6028155,File Storage,Services,Decentralized cloud data storage,"Sia is a decentralized, peer-to-peer, cloud data storage platform built on blockchain technology.",SC
92,FTM,Fantom,fantom,904557698.1707109,Smart Contract Platforms,Infrastructure,Scalable protocol layer solution,"Fantom is a protocol layer solution that solves the scalability problems of existing distributed ledger technologies by utilizing it's newly developed consensus mechanism, the 'Lachesis Protocol'.",FTM
93,OKB,OKB,okb,887104022.7333356,Centralized Exchanges,Financial,,"OKB is the native exchange token of OKEx that provides discounts on trading fees, access to the OK Jumpstart <a href=""https://messari.io/resource/initial-exchange-offering-ieo"">initial exchange offering (IEO)</a> platform, and voting rights for tokens to be listed on the exchange. In the future, it will be used to pay transaction fees on the OKChain blockchain as well as decentralized exchange OKDEX.",OKB
94,UMA,UMA,uma,878723742.0950052,Derivatives,Financial,Protocol for synthetic asset issuance,"UMA is a decentralized platform for the creation, maintenance, and settlement of “priceless” financial contracts on Ethereum. The system consists of priceless financial contract designs and a decentralized oracle mechanism. The UMA protocol enables any two counterparties to design and enter their own custom made financial contract.",UMA
95,BNT,Bancor,bancor,878722213.3702453,Decentralized Exchanges,Financial,An on-chain liquidity protocol for asset swaps,"Bancor is a decentralized exchange (DEX) built on the Ethereum and EOS blockchains. The Bancor protocol employs an automated market maker (AMM) smart contract to facilitate token trades against token liquidity pools without matching buyers and sellers. It has a built-in token called BNT that serves as the common price token to fulfill trades among other smart contract tokens. A portion of total trading fees are distributed to Liquidity Providers, or LPs, that deposit tokens into Liquidity Pools. Trading fees also protect user deposits from Impermanent Loss while minted and burned BNT supply maintains the constant market function for continuous token pricing. While Bancor already exists on Ethereum and EOS, it can be integrated into any smart contract-enabled blockchain to provide cross-chain liquidity.
",BNT
